DATE_TIME,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-08-01 00:00:00,12.41203904665597,13.341002491365408,0.0
2020-08-01 00:15:00,12.499543377885178,11.780592492979444,0.0
2020-08-01 00:30:00,11.935151985663254,11.098263724272941,0.0
2020-08-01 00:45:00,11.153888331758786,12.74922651488032,0.0
2020-08-01 01:00:00,12.214388447273178,13.177498395299995,0.0
2020-08-01 01:15:00,11.322549506626455,11.4215070863522,0.0
2020-08-01 01:30:00,10.86269602426401,11.396985959344079,0.0
2020-08-01 01:45:00,10.573947208779376,10.405205611134333,0.0
2020-08-01 02:00:00,11.504941227606842,11.466282219810795,0.0
2020-08-01 02:15:00,10.944230357228022,10.793967046679711,0.0
2020-08-01 02:30:00,12.250559266756536,13.61579958447643,0.0
2020-08-01 02:45:00,11.84798829689281,13.638204443397932,0.0
2020-08-01 03:00:00,10.599497340201358,10.596098954688747,0.0
2020-08-01 03:15:00,11.666926065806495,11.52715719954661,0.0
2020-08-01 03:30:00,12.113738249794105,11.363053983663894,0.0
2020-08-01 03:45:00,11.431845425998176,12.06193443607456,0.0
2020-08-01 04:00:00,11.763834970132663,11.014683788507684,0.0
2020-08-01 04:15:00,13.019341827216035,12.004464361001903,0.0
2020-08-01 04:30:00,12.935588299262424,11.956769050968425,0.0
2020-08-01 04:45:00,12.141109963418776,13.000340693935765,0.0
2020-08-01 05:00:00,12.811135363728031,12.604736202845242,0.0
2020-08-01 05:15:00,14.372839674363686,12.77117612062636,0.0
2020-08-01 05:30:00,14.563791766467372,15.901399717391072,0.0
2020-08-01 05:45:00,14.66986985345822,15.911286485069052,0.0
2020-08-01 06:00:00,15.186077619904207,15.247092367122836,0.0
2020-08-01 06:15:00,15.033018767483602,14.443493463231508,0.04874702350160921
2020-08-01 06:30:00,16.663414831492087,19.299227964652598,0.11600938139253938
2020-08-01 06:45:00,16.476834573599866,20.958703017775107,0.16687693297205536
2020-08-01 07:00:00,17.71218229829818,22.271929454717352,0.23300733553534927
2020-08-01 07:15:00,18.315242132831163,25.773605737736585,0.3165303891447157
2020-08-01 07:30:00,18.221614248571992,25.54581593473487,0.34967629361066827
2020-08-01 07:45:00,18.626452014582874,27.2968396192066,0.3828306235930611
2020-08-01 08:00:00,19.040736677085153,27.590299477403587,0.4133042017514075
2020-08-01 08:15:00,20.07581286532242,29.58933902745821,0.4914879795473268
2020-08-01 08:30:00,20.325415402652048,30.214853074229325,0.552383501056971
2020-08-01 08:45:00,21.070982261564883,29.527273899926797,0.5756354282080376
2020-08-01 09:00:00,21.93948919558836,36.77812074785752,0.6405445509789889
2020-08-01 09:15:00,21.544691481024007,36.34628630064987,0.6696157982954348
2020-08-01 09:30:00,23.166039848066866,39.531236519892175,0.7358345033068954
2020-08-01 09:45:00,22.76911754778045,36.05065300147707,0.7538179627075409
2020-08-01 10:00:00,22.077888064793285,35.74109628684379,0.7954489248114224
2020-08-01 10:15:00,23.893212460754132,41.099066004900614,0.782022567413865
2020-08-01 10:30:00,23.57733617949321,38.38780671754445,0.8116809112412916
2020-08-01 10:45:00,25.241627904250066,42.56967932317649,0.8576539035122082
2020-08-01 11:00:00,24.54414199757885,41.39505455905238,0.8757631276523965
2020-08-01 11:15:00,25.308258714082815,43.02918264821572,0.8899243086241223
2020-08-01 11:30:00,25.87132385925362,44.48045948556937,0.9137180757608729
2020-08-01 11:45:00,25.12946669557159,44.79190457641311,0.895057968620996
2020-08-01 12:00:00,25.773449103165404,43.576007703706274,0.9122134455941644
2020-08-01 12:15:00,27.289698834519797,45.0722655351064,0.9291536424835265
2020-08-01 12:30:00,27.05768966120385,44.738890199800764,0.8789405944708967
2020-08-01 12:45:00,26.850340580769874,46.83867786875442,0.9013937683116419
2020-08-01 13:00:00,27.928016701784703,46.133824558431094,0.8675879235240047
2020-08-01 13:15:00,28.297496182219344,44.20479725906472,0.8348238664003695
2020-08-01 13:30:00,26.551779324440467,45.29893958969892,0.8458576497116812
2020-08-01 13:45:00,26.130964544313887,42.571821040886356,0.8256237471476864
2020-08-01 14:00:00,26.763503438895405,42.99863298026679,0.7969228330369679
2020-08-01 14:15:00,27.44927413105123,43.262224847129914,0.7461190122228538
2020-08-01 14:30:00,26.947239740040526,40.05295178385896,0.6932082312687629
2020-08-01 14:45:00,28.16716890164068,40.10854447597907,0.6487715639119928
2020-08-01 15:00:00,26.792057818311662,39.18183380113857,0.6286033726774632
2020-08-01 15:15:00,27.095697760467196,39.40119265542224,0.6123021456135713
2020-08-01 15:30:00,26.335937021791803,38.44343355945202,0.5642845198499825
2020-08-01 15:45:00,25.773658676194707,36.49548732537377,0.5180104393975362
2020-08-01 16:00:00,26.080463748786478,34.296694532218744,0.4354485393822523
2020-08-01 16:15:00,25.94226947705803,35.53837789234294,0.43234912735490155
2020-08-01 16:30:00,26.36682202772525,31.356196377102005,0.3270647575185382
2020-08-01 16:45:00,25.962980660442252,30.92711084413173,0.28824584436799316
2020-08-01 17:00:00,24.231073940925313,28.27165359823318,0.23523586074298386
2020-08-01 17:15:00,24.524934104410654,28.34534155412794,0.163958190702891
2020-08-01 17:30:00,24.168172018592415,25.760839476161458,0.09782239891265491
2020-08-01 17:45:00,23.21053982373087,24.74181230794841,0.03406311061034634
2020-08-01 18:00:00,23.530463456549185,23.7554121193602,0.014781209622880292
2020-08-01 18:15:00,21.987088208958028,21.13785116278813,0.0
2020-08-01 18:30:00,22.073371764094613,21.92229248762111,0.0
2020-08-01 18:45:00,21.67571026316617,22.118848597901668,0.0
2020-08-01 19:00:00,20.8330058124945,20.559825704730393,0.0
2020-08-01 19:15:00,20.515614866465267,21.425030321361742,0.0
2020-08-01 19:30:00,19.678692256550583,19.0285825148822,0.0
2020-08-01 19:45:00,20.014876954300455,20.282433949198204,0.0
2020-08-01 20:00:00,19.62694142956952,19.132110369369105,0.0
2020-08-01 20:15:00,19.24616014634979,20.32369166560143,0.0
2020-08-01 20:30:00,18.211617117008323,18.90597452940025,0.0
