DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
2020-08-01 00:00:00,4135001,SYNTHETIC_INVERTER,65.05123379896725,59.1374852717884,14.7843713179471,14.7843713179471
2020-08-01 00:15:00,4135001,SYNTHETIC_INVERTER,71.15571947054093,64.68701770049175,30.95612574307004,30.95612574307004
2020-08-01 00:30:00,4135001,SYNTHETIC_INVERTER,84.64649779163969,76.95136162876335,50.19396615026088,50.19396615026088
2020-08-01 00:45:00,4135001,SYNTHETIC_INVERTER,84.12082356944796,76.47347597222542,69.31233514331723,69.31233514331723
2020-08-01 01:00:00,4135001,SYNTHETIC_INVERTER,49.02375804506876,44.567052768244324,80.4540983353783,80.4540983353783
2020-08-01 01:15:00,4135001,SYNTHETIC_INVERTER,76.47966206904375,69.5269655173125,97.83583971470644,97.83583971470642
2020-08-01 01:30:00,4135001,SYNTHETIC_INVERTER,65.13692982490025,59.21539074990932,112.63968740218377,112.63968740218375
2020-08-01 01:45:00,4135001,SYNTHETIC_INVERTER,71.67196408353094,65.15633098502812,128.9287701484408,128.92877014844078
2020-08-01 02:00:00,4135001,SYNTHETIC_INVERTER,46.6393391425128,42.39939922046618,139.52861995355732,139.52861995355732
2020-08-01 02:15:00,4135001,SYNTHETIC_INVERTER,75.04523239712097,68.22293854283724,156.58435458926664,156.58435458926664
2020-08-01 02:30:00,4135001,SYNTHETIC_INVERTER,79.80444282290765,72.54949347537058,174.72172795810928,174.72172795810928
2020-08-01 02:45:00,4135001,SYNTHETIC_INVERTER,61.49309788644107,55.90281626040097,188.69743202320953,188.69743202320953
2020-08-01 03:00:00,4135001,SYNTHETIC_INVERTER,83.50629199634606,75.91481090576914,207.67613474965182,207.67613474965182
2020-08-01 03:15:00,4135001,SYNTHETIC_INVERTER,86.3487926983478,78.49890245304344,227.3008603629127,227.3008603629127
2020-08-01 03:30:00,4135001,SYNTHETIC_INVERTER,58.90579739021123,53.55072490019202,240.68854158796069,240.68854158796069
2020-08-01 03:45:00,4135001,SYNTHETIC_INVERTER,62.43935246944453,56.76304769949502,254.87930351283444,254.87930351283444
2020-08-01 04:00:00,4135001,SYNTHETIC_INVERTER,73.01090273486898,66.37354794078998,271.47269049803197,271.4726904980319
2020-08-01 04:15:00,4135001,SYNTHETIC_INVERTER,77.30180240355152,70.27436582141047,289.04128195338455,289.04128195338455
2020-08-01 04:30:00,4135001,SYNTHETIC_INVERTER,56.89424285167695,51.72203895606995,301.97179169240206,301.97179169240206
2020-08-01 04:45:00,4135001,SYNTHETIC_INVERTER,53.566277922941794,48.696616293583446,314.14594576579793,314.14594576579793
2020-08-01 05:00:00,4135001,SYNTHETIC_INVERTER,64.08104302723942,58.25549366112674,328.7098191810796,328.70981918107964
2020-08-01 05:15:00,4135001,SYNTHETIC_INVERTER,67.81856502162583,61.653240928750755,344.1231294132673,344.12312941326735
2020-08-01 05:30:00,4135001,SYNTHETIC_INVERTER,65.16043572604802,59.236759750952736,358.93231935100545,358.93231935100556
2020-08-01 05:45:00,4135001,SYNTHETIC_INVERTER,70.53006344332334,64.1182394939303,374.96187922448803,374.96187922448814
2020-08-01 06:00:00,4135001,SYNTHETIC_INVERTER,93.15995109186079,84.69086462896435,396.1345953817291,396.13459538172924
2020-08-01 06:15:00,4135001,SYNTHETIC_INVERTER,52.1833519683704,47.43941088033672,407.9944481018133,407.9944481018134
2020-08-01 06:30:00,4135001,SYNTHETIC_INVERTER,207.23879673841543,188.39890612583218,455.09417463327134,455.09417463327145
2020-08-01 06:45:00,4135001,SYNTHETIC_INVERTER,274.1558669733613,249.23260633941936,517.4023262181262,517.4023262181263
2020-08-01 07:00:00,4135001,SYNTHETIC_INVERTER,328.80634691536926,298.91486083215386,592.1310414261646,592.1310414261648
2020-08-01 07:15:00,4135001,SYNTHETIC_INVERTER,419.2245266568504,381.11320605168214,687.4093429390851,687.4093429390853
2020-08-01 07:30:00,4135001,SYNTHETIC_INVERTER,536.7120817991837,487.92007436289424,809.3893615298088,809.3893615298089
2020-08-01 07:45:00,4135001,SYNTHETIC_INVERTER,598.3271659731612,543.9337872483283,945.3728083418908,945.372808341891
2020-08-01 08:00:00,4135001,SYNTHETIC_INVERTER,695.1312226865941,631.9374751696309,1103.3571771342986,1103.3571771342986
2020-08-01 08:15:00,4135001,SYNTHETIC_INVERTER,666.063086483056,605.5118968027782,1254.7351513349931,1254.7351513349931
2020-08-01 08:30:00,4135001,SYNTHETIC_INVERTER,789.4127821098571,717.6479837362336,1434.1471472690514,1434.1471472690516
2020-08-01 08:45:00,4135001,SYNTHETIC_INVERTER,867.8472373501559,788.9520339546871,1631.3851557577232,1631.3851557577234
2020-08-01 09:00:00,4135001,SYNTHETIC_INVERTER,877.2595189871477,797.5086536246796,1830.7623191638932,1830.7623191638934
2020-08-01 09:15:00,4135001,SYNTHETIC_INVERTER,962.7764114726557,875.2512831569596,2049.575139953133,2049.575139953133
2020-08-01 09:30:00,4135001,SYNTHETIC_INVERTER,1056.9353835349898,960.8503486681725,2289.787727120176,2289.7877271201764
2020-08-01 09:45:00,4135001,SYNTHETIC_INVERTER,1104.303392804966,1003.9121752772418,2540.7657709394866,2540.765770939487
2020-08-01 10:00:00,4135001,SYNTHETIC_INVERTER,1149.1065016102418,1044.6422741911288,2801.9263394872687,2801.926339487269
2020-08-01 10:15:00,4135001,SYNTHETIC_INVERTER,1151.9820693667605,1047.2564266970548,3063.7404461615324,3063.740446161533
2020-08-01 10:30:00,4135001,SYNTHETIC_INVERTER,1196.4220236170436,1087.6563851064031,3335.6545424381334,3335.654542438134
2020-08-01 10:45:00,4135001,SYNTHETIC_INVERTER,1199.760898370107,1090.6917257910063,3608.327473885885,3608.3274738858854
2020-08-01 11:00:00,4135001,SYNTHETIC_INVERTER,1229.4670679890226,1117.697334535475,3887.7518075197536,3887.751807519754
2020-08-01 11:15:00,4135001,SYNTHETIC_INVERTER,1211.904475579428,1101.7313414358434,4163.184642878715,4163.184642878715
2020-08-01 11:30:00,4135001,SYNTHETIC_INVERTER,1331.0154123919424,1210.0140112654021,4465.688145695065,4465.688145695065
2020-08-01 11:45:00,4135001,SYNTHETIC_INVERTER,1266.4447251501858,1151.313386500169,4753.516492320107,4753.516492320107
2020-08-01 12:00:00,4135001,SYNTHETIC_INVERTER,1337.2424904946827,1215.6749913588023,5057.435240159808,5057.435240159808
2020-08-01 12:15:00,4135001,SYNTHETIC_INVERTER,1281.332348105537,1164.8475891868518,5348.647137456521,5348.647137456521
2020-08-01 12:30:00,4135001,SYNTHETIC_INVERTER,1262.6686359267092,1147.88057811519,5635.617281985318,5635.617281985318
2020-08-01 12:45:00,4135001,SYNTHETIC_INVERTER,1273.146440137198,1157.40585467018,5924.968745652864,5924.968745652863
2020-08-01 13:00:00,4135001,SYNTHETIC_INVERTER,1260.1300826009433,1145.5728023644938,6211.3619462439865,6211.3619462439865
2020-08-01 13:15:00,4135001,SYNTHETIC_INVERTER,1190.9887407483184,1082.7170370439258,6482.041205504968,6482.041205504968
2020-08-01 13:30:00,4135001,SYNTHETIC_INVERTER,1134.7092247394132,1031.5538406721937,6739.929665673017,6739.929665673017
2020-08-01 13:45:00,4135001,SYNTHETIC_INVERTER,1104.6795488708954,1004.2541353371776,6990.993199507311,6990.993199507311
2020-08-01 14:00:00,4135001,SYNTHETIC_INVERTER,1137.9018756768135,1034.456250615285,7249.607262161132,7249.607262161132
2020-08-01 14:15:00,4135001,SYNTHETIC_INVERTER,1053.511339513842,957.7375813762197,7489.041657505187,7489.041657505187
2020-08-01 14:30:00,4135001,SYNTHETIC_INVERTER,990.3908136396057,900.3552851269142,7714.130478786916,7714.130478786916
2020-08-01 14:45:00,4135001,SYNTHETIC_INVERTER,951.6065810061332,865.0968918237573,7930.404701742855,7930.404701742855
